date,temp,visib,wdsp,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder
2015-05-26,76.1,10.0,4.5,15.9,88.0,64.0,0.0,999.9,0,0,0,0,0
2015-06-12,81.6,8.0,3.3,999.9,89.1,72.0,0.0,999.9,0,0,0,0,0
2015-06-13,81.4,10.0,5.7,18.1,88.0,73.0,0.0,999.9,0,0,0,0,0
2015-06-22,78.3,9.8,4.5,25.1,87.1,70.0,0.29,999.9,0,1,0,0,0
2015-06-29,70.3,10.0,4.6,15.9,75.9,62.1,0.29,999.9,0,0,0,0,0
2015-06-30,74.5,10.0,3.7,22.0,82.0,63.0,0.0,999.9,0,0,0,0,0
2015-07-05,74.6,9.2,1.3,999.9,82.9,68.0,0.0,999.9,0,0,0,0,0
2015-07-12,79.9,9.9,1.7,999.9,89.1,69.1,0.0,999.9,0,0,0,0,0
2015-07-17,72.5,10.0,3.1,15.9,81.0,64.0,0.0,999.9,0,0,0,0,0
2015-07-18,76.2,8.8,3.6,15.0,84.9,66.9,0.0,999.9,1,1,0,0,0
2015-07-30,80.5,6.9,4.6,19.0,86.0,75.2,0.0,999.9,1,1,0,0,0
2015-08-02,79.9,10.0,2.0,999.9,89.1,71.1,0.0,999.9,0,0,0,0,0
2015-08-03,81.3,10.0,3.7,15.9,89.1,71.1,0.0,999.9,0,0,0,0,0
2015-08-04,80.7,9.6,4.6,32.1,90.0,69.1,0.43,999.9,1,1,0,0,0
2015-08-07,76.4,10.0,4.3,999.9,84.0,66.9,0.0,999.9,0,0,0,0,0
2015-08-15,80.7,10.0,3.3,999.9,91.9,66.9,0.0,999.9,0,0,0,0,0
2015-08-22,76.9,9.2,3.7,999.9,87.1,69.1,0.32,999.9,0,0,0,0,0
2015-08-23,76.0,10.0,3.6,999.9,86.0,69.1,0.0,999.9,0,0,0,0,0
2015-08-27,73.8,10.0,2.6,999.9,84.9,66.9,0.0,999.9,0,0,0,0,0
2015-09-03,82.6,6.8,1.8,999.9,93.0,73.9,0.0,999.9,0,0,0,0,0
2015-09-06,74.1,10.0,1.0,999.9,87.1,64.9,0.0,999.9,0,0,0,0,0
2015-09-11,72.3,8.4,5.6,15.9,81.0,66.0,0.45,999.9,0,1,0,0,0
2015-09-13,72.0,8.6,5.2,22.0,80.1,66.9,0.29,999.9,0,1,0,0,0
2015-09-18,76.3,9.8,2.4,999.9,89.1,68.0,0.0,999.9,0,0,0,0,0
2015-09-20,73.9,10.0,6.3,17.1,82.9,68.0,0.0,999.9,0,0,0,0,0
2015-09-29,75.6,9.7,2.7,15.9,82.9,64.9,0.0,999.9,0,0,0,0,0
2015-10-05,57.7,10.0,6.6,18.1,66.9,52.0,0.0,999.9,0,0,0,0,0
2015-10-12,64.4,10.0,3.7,999.9,77.0,53.1,0.0,999.9,0,0,0,0,0
2015-10-20,56.2,10.0,5.7,17.1,70.0,35.1,0.0,999.9,0,0,0,0,0
2015-10-26,51.8,10.0,3.9,15.0,57.9,46.0,0.03,999.9,0,0,0,0,0
2015-11-06,69.4,7.7,3.7,22.0,73.0,55.9,0.01,999.9,0,0,0,0,0
2015-11-12,55.4,9.3,3.6,15.9,61.0,48.9,0.43,999.9,0,1,0,0,0
2015-11-19,59.5,8.7,5.4,19.0,63.0,46.0,0.0,999.9,0,1,0,0,0
2015-11-25,42.5,10.0,2.3,999.9,50.0,32.0,0.0,999.9,0,0,0,0,0
2015-12-04,46.4,999.9,4.5,20.0,55.0,42.1,0.0,999.9,0,0,0,0,0
2015-12-09,45.8,999.9,2.7,999.9,53.1,39.9,0.0,999.9,0,0,0,0,0
2015-12-13,61.8,6.5,2.0,999.9,66.9,55.0,0.0,999.9,0,0,0,0,0
2015-12-15,61.8,9.0,8.6,28.9,68.0,53.1,0.42,999.9,0,1,0,0,0
2015-12-28,43.6,9.9,7.1,20.0,61.0,37.9,0.02,999.9,0,1,0,0,0
2015-04-11,54.1,9.5,7.9,25.1,57.0,39.0,0.0,999.9,0,0,0,0,0
2015-04-18,68.0,10.0,2.8,999.9,80.1,55.0,0.0,999.9,0,0,0,0,0
